t,link_count,changed,add_edges,del_edges
5383,589,0,0,0
5384,589,0,0,0
5385,589,0,0,0
5386,589,0,0,0
5387,589,0,0,0
5388,589,0,0,0
5389,589,0,0,0
5390,589,0,0,0
5391,589,0,0,0
5392,589,0,0,0
5393,589,0,0,0
5394,589,0,0,0
5395,589,0,0,0
5396,589,0,0,0
5397,589,0,0,0
5398,589,0,0,0
5399,589,0,0,0
5400,589,0,0,0
5401,589,0,0,0
5402,589,0,0,0
5403,589,0,0,0
5404,589,0,0,0
5405,589,0,0,0
5406,589,0,0,0
5407,589,0,0,0
5408,589,0,0,0
5409,589,0,0,0
5410,589,0,0,0
5411,589,0,0,0
5412,589,0,0,0
5413,589,0,0,0
5414,589,0,0,0
5415,589,0,0,0
5416,589,0,0,0
5417,589,0,0,0
5418,589,0,0,0
5419,589,0,0,0
5420,589,0,0,0
5421,589,0,0,0
5422,589,0,0,0
5423,589,0,0,0
5424,595,1,6,0
5425,595,0,0,0
5426,595,0,0,0
5427,595,0,0,0
5428,595,0,0,0
5429,595,0,0,0
5430,595,0,0,0
5431,595,0,0,0
5432,595,0,0,0
5433,595,0,0,0
5434,595,0,0,0
5435,595,0,0,0
5436,595,0,0,0
5437,595,0,0,0
5438,595,0,0,0
5439,595,0,0,0
5440,595,0,0,0
5441,595,0,0,0
5442,595,0,0,0
5443,595,0,0,0
5444,595,0,0,0
5445,595,0,0,0
5446,595,0,0,0
5447,595,0,0,0
5448,595,0,0,0
5449,595,0,0,0
5450,595,0,0,0
5451,595,0,0,0
5452,595,0,0,0
5453,595,0,0,0
5454,595,0,0,0
5455,595,0,0,0
5456,595,0,0,0
5457,595,0,0,0
5458,595,0,0,0
5459,595,0,0,0
5460,595,0,0,0
5461,595,0,0,0
5462,595,0,0,0
5463,595,0,0,0
5464,595,0,0,0
5465,595,0,0,0
5466,595,0,0,0
5467,595,0,0,0
5468,595,0,0,0
5469,595,0,0,0
5470,595,0,0,0
5471,595,0,0,0
5472,595,0,0,0
5473,595,0,0,0
5474,595,0,0,0
5475,595,0,0,0
5476,567,1,0,28
5477,567,0,0,0
5478,567,0,0,0
5479,567,0,0,0
5480,567,0,0,0
5481,567,0,0,0
5482,567,0,0,0
5483,567,0,0,0
5484,567,0,0,0
5485,567,0,0,0
5486,567,0,0,0
5487,567,0,0,0
5488,567,0,0,0
5489,567,0,0,0
5490,567,0,0,0
5491,567,0,0,0
5492,567,0,0,0
5493,567,0,0,0
5494,567,0,0,0
5495,567,0,0,0
5496,567,0,0,0
5497,567,0,0,0
5498,567,0,0,0
5499,567,0,0,0
5500,567,0,0,0
5501,567,0,0,0
5502,567,0,0,0
5503,567,0,0,0
5504,567,0,0,0
5505,567,0,0,0
5506,567,0,0,0
5507,567,0,0,0
5508,567,0,0,0
5509,567,0,0,0
5510,567,0,0,0
5511,567,0,0,0
5512,567,0,0,0
5513,567,0,0,0
5514,567,0,0,0
5515,567,0,0,0
5516,567,0,0,0
5517,567,0,0,0
5518,567,0,0,0
5519,567,0,0,0
5520,567,0,0,0
5521,567,0,0,0
5522,567,0,0,0
5523,567,0,0,0
5524,567,0,0,0
5525,567,0,0,0
5526,567,0,0,0
5527,567,0,0,0
5528,567,0,0,0
5529,567,0,0,0
5530,567,0,0,0
5531,567,0,0,0
5532,567,0,0,0
5533,567,0,0,0
5534,567,0,0,0
5535,567,0,0,0
5536,589,1,28,6
5537,589,0,0,0
5538,589,0,0,0
5539,589,0,0,0
5540,589,0,0,0
5541,589,0,0,0
5542,589,0,0,0
5543,589,0,0,0
5544,589,0,0,0
5545,589,0,0,0
5546,589,0,0,0
5547,589,0,0,0
5548,589,0,0,0
5549,589,0,0,0
5550,589,0,0,0
5551,589,0,0,0
5552,589,0,0,0
5553,589,0,0,0
5554,589,0,0,0
5555,589,0,0,0
5556,589,0,0,0
5557,589,0,0,0
5558,589,0,0,0
5559,589,0,0,0
5560,589,0,0,0
5561,589,0,0,0
5562,589,0,0,0
5563,589,0,0,0
5564,589,0,0,0
5565,589,0,0,0
5566,589,0,0,0
5567,589,0,0,0
5568,589,0,0,0
5569,589,0,0,0
5570,589,0,0,0
5571,589,0,0,0
5572,589,0,0,0
5573,589,0,0,0
5574,589,0,0,0
5575,589,0,0,0
5576,589,0,0,0
5577,589,0,0,0
5578,589,0,0,0
5579,589,0,0,0
5580,589,0,0,0
5581,589,0,0,0
5582,589,0,0,0
5583,589,0,0,0
5584,589,0,0,0
5585,589,0,0,0
5586,589,0,0,0
5587,589,0,0,0
5588,589,0,0,0
5589,589,0,0,0
5590,589,0,0,0
5591,589,0,0,0
5592,589,0,0,0
5593,589,0,0,0
5594,589,0,0,0
5595,589,0,0,0
5596,595,1,6,0
5597,595,0,0,0
5598,595,0,0,0
5599,595,0,0,0
5600,595,0,0,0
5601,595,0,0,0
5602,595,0,0,0
5603,595,0,0,0
5604,595,0,0,0
5605,595,0,0,0
5606,595,0,0,0
5607,595,0,0,0
5608,595,0,0,0
5609,595,0,0,0
5610,595,0,0,0
5611,595,0,0,0
5612,595,0,0,0
5613,595,0,0,0
5614,595,0,0,0
5615,595,0,0,0
5616,595,0,0,0
5617,595,0,0,0
5618,595,0,0,0
5619,595,0,0,0
5620,595,0,0,0
5621,595,0,0,0
5622,595,0,0,0
5623,595,0,0,0
5624,595,0,0,0
5625,595,0,0,0
5626,595,0,0,0
5627,595,0,0,0
5628,595,0,0,0
5629,595,0,0,0
5630,595,0,0,0
5631,595,0,0,0
5632,595,0,0,0
5633,595,0,0,0
5634,595,0,0,0
5635,595,0,0,0
5636,595,0,0,0
5637,595,0,0,0
5638,595,0,0,0
5639,595,0,0,0
5640,595,0,0,0
5641,595,0,0,0
5642,595,0,0,0
5643,595,0,0,0
5644,595,0,0,0
5645,595,0,0,0
5646,595,0,0,0
5647,567,1,0,28
5648,567,0,0,0
5649,567,0,0,0
5650,567,0,0,0
5651,567,0,0,0
5652,567,0,0,0
5653,567,0,0,0
5654,567,0,0,0
5655,567,0,0,0
5656,567,0,0,0
5657,567,0,0,0
5658,567,0,0,0
5659,567,0,0,0
5660,567,0,0,0
5661,567,0,0,0
5662,567,0,0,0
5663,567,0,0,0
5664,567,0,0,0
5665,567,0,0,0
5666,567,0,0,0
5667,567,0,0,0
5668,567,0,0,0
5669,567,0,0,0
5670,567,0,0,0
5671,567,0,0,0
5672,567,0,0,0
5673,567,0,0,0
5674,567,0,0,0
5675,567,0,0,0
5676,567,0,0,0
5677,567,0,0,0
5678,567,0,0,0
5679,567,0,0,0
5680,567,0,0,0
5681,567,0,0,0
5682,567,0,0,0
5683,567,0,0,0
5684,567,0,0,0
5685,567,0,0,0
5686,567,0,0,0
5687,567,0,0,0
5688,567,0,0,0
5689,567,0,0,0
5690,567,0,0,0
5691,567,0,0,0
5692,567,0,0,0
5693,567,0,0,0
5694,567,0,0,0
5695,567,0,0,0
5696,567,0,0,0
5697,567,0,0,0
5698,567,0,0,0
5699,567,0,0,0
5700,567,0,0,0
5701,567,0,0,0
5702,567,0,0,0
5703,567,0,0,0
5704,567,0,0,0
5705,567,0,0,0
5706,567,0,0,0
5707,589,1,28,6
5708,589,0,0,0
5709,589,0,0,0
5710,589,0,0,0
5711,589,0,0,0
5712,589,0,0,0
5713,589,0,0,0
5714,589,0,0,0
5715,589,0,0,0
5716,589,0,0,0
5717,589,0,0,0
5718,589,0,0,0
5719,589,0,0,0
5720,589,0,0,0
5721,589,0,0,0
5722,589,0,0,0
5723,589,0,0,0
5724,589,0,0,0
5725,589,0,0,0
5726,589,0,0,0
5727,589,0,0,0
5728,589,0,0,0
5729,589,0,0,0
5730,589,0,0,0
5731,589,0,0,0
5732,589,0,0,0
5733,589,0,0,0
5734,589,0,0,0
5735,589,0,0,0
5736,589,0,0,0
5737,589,0,0,0
5738,589,0,0,0
5739,589,0,0,0
5740,589,0,0,0
5741,589,0,0,0
5742,589,0,0,0
5743,589,0,0,0
5744,589,0,0,0
5745,589,0,0,0
5746,589,0,0,0
5747,589,0,0,0
5748,589,0,0,0
5749,589,0,0,0
5750,589,0,0,0
5751,589,0,0,0
5752,589,0,0,0
5753,589,0,0,0
5754,589,0,0,0
5755,589,0,0,0
5756,589,0,0,0
5757,589,0,0,0
5758,589,0,0,0
5759,589,0,0,0
5760,589,0,0,0
5761,589,0,0,0
5762,589,0,0,0
5763,589,0,0,0
5764,589,0,0,0
5765,589,0,0,0
5766,589,0,0,0
5767,595,1,6,0
5768,595,0,0,0
5769,595,0,0,0
5770,595,0,0,0
5771,595,0,0,0
5772,595,0,0,0
5773,595,0,0,0
5774,595,0,0,0
5775,595,0,0,0
5776,595,0,0,0
5777,595,0,0,0
5778,595,0,0,0
5779,595,0,0,0
5780,595,0,0,0
5781,595,0,0,0
5782,595,0,0,0
5783,595,0,0,0
5784,595,0,0,0
5785,595,0,0,0
5786,595,0,0,0
5787,595,0,0,0
5788,595,0,0,0
5789,595,0,0,0
5790,595,0,0,0
5791,595,0,0,0
5792,595,0,0,0
5793,595,0,0,0
5794,595,0,0,0
5795,595,0,0,0
5796,595,0,0,0
5797,595,0,0,0
5798,595,0,0,0
5799,595,0,0,0
5800,595,0,0,0
5801,595,0,0,0
5802,595,0,0,0
5803,595,0,0,0
5804,595,0,0,0
5805,595,0,0,0
5806,595,0,0,0
5807,595,0,0,0
5808,595,0,0,0
5809,595,0,0,0
5810,595,0,0,0
5811,595,0,0,0
5812,595,0,0,0
5813,595,0,0,0
5814,595,0,0,0
5815,595,0,0,0
5816,595,0,0,0
5817,595,0,0,0
5818,567,1,0,28
5819,567,0,0,0
5820,567,0,0,0
5821,567,0,0,0
5822,567,0,0,0
5823,567,0,0,0
5824,567,0,0,0
5825,567,0,0,0
5826,567,0,0,0
5827,567,0,0,0
5828,567,0,0,0
5829,567,0,0,0
5830,567,0,0,0
5831,567,0,0,0
5832,567,0,0,0
5833,567,0,0,0
5834,567,0,0,0
5835,567,0,0,0
5836,567,0,0,0
5837,567,0,0,0
5838,567,0,0,0
5839,567,0,0,0
5840,567,0,0,0
5841,567,0,0,0
5842,567,0,0,0
5843,567,0,0,0
5844,567,0,0,0
5845,567,0,0,0
5846,567,0,0,0
5847,567,0,0,0
5848,567,0,0,0
5849,567,0,0,0
5850,567,0,0,0
5851,567,0,0,0
5852,567,0,0,0
5853,567,0,0,0
5854,567,0,0,0
5855,567,0,0,0
5856,567,0,0,0
5857,567,0,0,0
5858,567,0,0,0
5859,567,0,0,0
5860,567,0,0,0
5861,567,0,0,0
5862,567,0,0,0
5863,567,0,0,0
5864,567,0,0,0
5865,567,0,0,0
5866,567,0,0,0
5867,567,0,0,0
5868,567,0,0,0
5869,567,0,0,0
5870,567,0,0,0
5871,567,0,0,0
5872,567,0,0,0
5873,567,0,0,0
5874,567,0,0,0
5875,567,0,0,0
5876,567,0,0,0
5877,567,0,0,0
5878,589,1,28,6
5879,589,0,0,0
5880,589,0,0,0
5881,589,0,0,0
5882,589,0,0,0
5883,589,0,0,0
5884,589,0,0,0
5885,589,0,0,0
5886,589,0,0,0
5887,589,0,0,0
5888,589,0,0,0
5889,589,0,0,0
5890,589,0,0,0
5891,589,0,0,0
5892,589,0,0,0
5893,589,0,0,0
5894,589,0,0,0
5895,589,0,0,0
5896,589,0,0,0
5897,589,0,0,0
5898,589,0,0,0
5899,589,0,0,0
5900,589,0,0,0
5901,589,0,0,0
5902,589,0,0,0
5903,589,0,0,0
5904,589,0,0,0
5905,589,0,0,0
5906,589,0,0,0
5907,589,0,0,0
5908,589,0,0,0
5909,589,0,0,0
5910,589,0,0,0
5911,589,0,0,0
5912,589,0,0,0
5913,589,0,0,0
5914,589,0,0,0
5915,589,0,0,0
5916,589,0,0,0
5917,589,0,0,0
5918,589,0,0,0
5919,589,0,0,0
5920,589,0,0,0
5921,589,0,0,0
5922,589,0,0,0
5923,589,0,0,0
5924,589,0,0,0
5925,589,0,0,0
5926,589,0,0,0
5927,589,0,0,0
5928,589,0,0,0
5929,589,0,0,0
5930,589,0,0,0
5931,589,0,0,0
5932,589,0,0,0
5933,589,0,0,0
5934,589,0,0,0
5935,589,0,0,0
5936,589,0,0,0
5937,589,0,0,0
5938,595,1,6,0
5939,595,0,0,0
5940,595,0,0,0
5941,595,0,0,0
5942,595,0,0,0
5943,595,0,0,0
5944,595,0,0,0
5945,595,0,0,0
5946,595,0,0,0
5947,595,0,0,0
5948,595,0,0,0
5949,595,0,0,0
5950,595,0,0,0
5951,595,0,0,0
5952,595,0,0,0
5953,595,0,0,0
5954,595,0,0,0
5955,595,0,0,0
5956,595,0,0,0
5957,595,0,0,0
5958,595,0,0,0
5959,595,0,0,0
5960,595,0,0,0
5961,595,0,0,0
5962,595,0,0,0
5963,595,0,0,0
5964,595,0,0,0
5965,595,0,0,0
5966,595,0,0,0
5967,595,0,0,0
5968,595,0,0,0
5969,595,0,0,0
5970,595,0,0,0
5971,595,0,0,0
5972,595,0,0,0
5973,595,0,0,0
5974,595,0,0,0
5975,595,0,0,0
5976,595,0,0,0
5977,595,0,0,0
5978,595,0,0,0
5979,595,0,0,0
5980,595,0,0,0
5981,595,0,0,0
5982,595,0,0,0
5983,595,0,0,0
5984,595,0,0,0
5985,595,0,0,0
5986,595,0,0,0
5987,567,1,0,28
5988,567,0,0,0
5989,567,0,0,0
5990,567,0,0,0
5991,567,0,0,0
5992,567,0,0,0
5993,567,0,0,0
5994,567,0,0,0
5995,567,0,0,0
5996,567,0,0,0
5997,567,0,0,0
5998,567,0,0,0
5999,567,0,0,0
6000,567,0,0,0
6001,567,0,0,0
6002,567,0,0,0
6003,567,0,0,0
6004,567,0,0,0
6005,567,0,0,0
6006,567,0,0,0
6007,567,0,0,0
6008,567,0,0,0
6009,567,0,0,0
6010,567,0,0,0
6011,567,0,0,0
6012,567,0,0,0
6013,567,0,0,0
6014,567,0,0,0
6015,567,0,0,0
6016,567,0,0,0
6017,567,0,0,0
6018,567,0,0,0
6019,567,0,0,0
6020,567,0,0,0
6021,567,0,0,0
6022,567,0,0,0
6023,567,0,0,0
6024,567,0,0,0
6025,567,0,0,0
6026,567,0,0,0
6027,567,0,0,0
6028,567,0,0,0
6029,567,0,0,0
6030,567,0,0,0
6031,567,0,0,0
6032,567,0,0,0
6033,567,0,0,0
6034,567,0,0,0
6035,567,0,0,0
6036,567,0,0,0
6037,567,0,0,0
6038,567,0,0,0
6039,567,0,0,0
6040,567,0,0,0
6041,567,0,0,0
6042,567,0,0,0
6043,567,0,0,0
6044,567,0,0,0
6045,567,0,0,0
6046,567,0,0,0
6047,589,1,28,6
6048,589,0,0,0
6049,589,0,0,0
6050,589,0,0,0
6051,589,0,0,0
6052,589,0,0,0
6053,589,0,0,0
6054,589,0,0,0
6055,589,0,0,0
6056,589,0,0,0
6057,589,0,0,0
6058,589,0,0,0
6059,589,0,0,0
6060,589,0,0,0
6061,589,0,0,0
6062,589,0,0,0
6063,589,0,0,0
6064,589,0,0,0
6065,589,0,0,0
6066,589,0,0,0
6067,589,0,0,0
6068,589,0,0,0
6069,589,0,0,0
6070,589,0,0,0
6071,589,0,0,0
6072,589,0,0,0
6073,589,0,0,0
6074,589,0,0,0
6075,589,0,0,0
6076,589,0,0,0
6077,589,0,0,0
6078,589,0,0,0
6079,589,0,0,0
6080,589,0,0,0
6081,589,0,0,0
6082,589,0,0,0
6083,589,0,0,0
6084,589,0,0,0
6085,589,0,0,0
6086,589,0,0,0
6087,589,0,0,0
6088,589,0,0,0
6089,589,0,0,0
6090,589,0,0,0
6091,589,0,0,0
6092,589,0,0,0
6093,589,0,0,0
6094,589,0,0,0
6095,589,0,0,0
6096,589,0,0,0
6097,589,0,0,0
6098,589,0,0,0
6099,589,0,0,0
6100,589,0,0,0
6101,589,0,0,0
6102,589,0,0,0
6103,589,0,0,0
6104,589,0,0,0
6105,589,0,0,0
6106,589,0,0,0
6107,595,1,6,0
6108,595,0,0,0
6109,595,0,0,0
6110,595,0,0,0
6111,595,0,0,0
6112,595,0,0,0
6113,595,0,0,0
6114,595,0,0,0
6115,595,0,0,0
6116,595,0,0,0
6117,595,0,0,0
6118,595,0,0,0
6119,595,0,0,0
6120,595,0,0,0
6121,595,0,0,0
6122,595,0,0,0
6123,595,0,0,0
6124,595,0,0,0
6125,595,0,0,0
6126,595,0,0,0
6127,595,0,0,0
6128,595,0,0,0
6129,595,0,0,0
6130,595,0,0,0
6131,595,0,0,0
6132,595,0,0,0
6133,595,0,0,0
6134,595,0,0,0
6135,595,0,0,0
6136,595,0,0,0
6137,595,0,0,0
6138,595,0,0,0
6139,595,0,0,0
6140,595,0,0,0
6141,595,0,0,0
6142,595,0,0,0
6143,595,0,0,0
6144,595,0,0,0
6145,595,0,0,0
6146,595,0,0,0
6147,595,0,0,0
6148,595,0,0,0
6149,595,0,0,0
6150,595,0,0,0
6151,595,0,0,0
6152,595,0,0,0
6153,595,0,0,0
6154,595,0,0,0
6155,567,1,0,28
6156,567,0,0,0
6157,567,0,0,0
6158,567,0,0,0
6159,567,0,0,0
6160,567,0,0,0
6161,567,0,0,0
6162,567,0,0,0
6163,567,0,0,0
6164,567,0,0,0
6165,567,0,0,0
6166,567,0,0,0
6167,567,0,0,0
6168,567,0,0,0
6169,567,0,0,0
6170,567,0,0,0
6171,567,0,0,0
6172,567,0,0,0
6173,567,0,0,0
6174,567,0,0,0
6175,567,0,0,0
6176,567,0,0,0
6177,567,0,0,0
6178,567,0,0,0
6179,567,0,0,0
6180,567,0,0,0
6181,567,0,0,0
6182,567,0,0,0
6183,567,0,0,0
6184,567,0,0,0
6185,567,0,0,0
6186,567,0,0,0
6187,567,0,0,0
6188,567,0,0,0
6189,567,0,0,0
6190,567,0,0,0
6191,567,0,0,0
6192,567,0,0,0
6193,567,0,0,0
6194,567,0,0,0
6195,567,0,0,0
6196,567,0,0,0
6197,567,0,0,0
6198,567,0,0,0
6199,567,0,0,0
6200,567,0,0,0
6201,567,0,0,0
6202,567,0,0,0
6203,567,0,0,0
6204,567,0,0,0
6205,567,0,0,0
6206,567,0,0,0
6207,567,0,0,0
6208,567,0,0,0
6209,567,0,0,0
6210,567,0,0,0
6211,567,0,0,0
6212,567,0,0,0
6213,567,0,0,0
6214,567,0,0,0
6215,589,1,28,6
6216,589,0,0,0
6217,589,0,0,0
6218,589,0,0,0
6219,589,0,0,0
6220,589,0,0,0
6221,589,0,0,0
6222,589,0,0,0
6223,589,0,0,0
6224,589,0,0,0
6225,589,0,0,0
6226,589,0,0,0
6227,589,0,0,0
6228,589,0,0,0
6229,589,0,0,0
6230,589,0,0,0
6231,589,0,0,0
6232,589,0,0,0
6233,589,0,0,0
6234,589,0,0,0
6235,589,0,0,0
6236,589,0,0,0
6237,589,0,0,0
6238,589,0,0,0
6239,589,0,0,0
6240,589,0,0,0
6241,589,0,0,0
6242,589,0,0,0
6243,589,0,0,0
6244,589,0,0,0
6245,589,0,0,0
6246,589,0,0,0
6247,589,0,0,0
6248,589,0,0,0
6249,589,0,0,0
6250,589,0,0,0
6251,589,0,0,0
6252,589,0,0,0
6253,589,0,0,0
6254,589,0,0,0
6255,589,0,0,0
6256,589,0,0,0
6257,589,0,0,0
6258,589,0,0,0
6259,589,0,0,0
6260,589,0,0,0
6261,589,0,0,0
6262,589,0,0,0
6263,589,0,0,0
6264,589,0,0,0
6265,589,0,0,0
6266,589,0,0,0
6267,589,0,0,0
6268,589,0,0,0
6269,589,0,0,0
6270,589,0,0,0
6271,589,0,0,0
6272,589,0,0,0
6273,589,0,0,0
6274,589,0,0,0
6275,595,1,6,0
6276,595,0,0,0
6277,595,0,0,0
6278,595,0,0,0
6279,595,0,0,0
6280,595,0,0,0
6281,595,0,0,0
6282,595,0,0,0
6283,595,0,0,0
6284,595,0,0,0
6285,595,0,0,0
6286,595,0,0,0
6287,595,0,0,0
6288,595,0,0,0
6289,595,0,0,0
6290,595,0,0,0
6291,595,0,0,0
6292,595,0,0,0
6293,595,0,0,0
6294,595,0,0,0
6295,595,0,0,0
6296,595,0,0,0
6297,595,0,0,0
6298,595,0,0,0
6299,595,0,0,0
6300,595,0,0,0
6301,595,0,0,0
6302,595,0,0,0
6303,595,0,0,0
6304,595,0,0,0
6305,595,0,0,0
6306,595,0,0,0
6307,595,0,0,0
6308,595,0,0,0
6309,595,0,0,0
6310,595,0,0,0
6311,595,0,0,0
6312,595,0,0,0
6313,595,0,0,0
6314,595,0,0,0
6315,595,0,0,0
6316,595,0,0,0
6317,595,0,0,0
6318,595,0,0,0
6319,595,0,0,0
6320,595,0,0,0
6321,595,0,0,0
6322,567,1,0,28
6323,567,0,0,0
6324,567,0,0,0
6325,567,0,0,0
6326,567,0,0,0
6327,567,0,0,0
6328,567,0,0,0
6329,567,0,0,0
6330,567,0,0,0
6331,567,0,0,0
6332,567,0,0,0
6333,567,0,0,0
6334,567,0,0,0
6335,567,0,0,0
6336,567,0,0,0
6337,567,0,0,0
6338,567,0,0,0
6339,567,0,0,0
6340,567,0,0,0
6341,567,0,0,0
6342,567,0,0,0
6343,567,0,0,0
6344,567,0,0,0
6345,567,0,0,0
6346,567,0,0,0
6347,567,0,0,0
6348,567,0,0,0
6349,567,0,0,0
6350,567,0,0,0
6351,567,0,0,0
6352,567,0,0,0
6353,567,0,0,0
6354,567,0,0,0
6355,567,0,0,0
6356,567,0,0,0
6357,567,0,0,0
6358,567,0,0,0
6359,567,0,0,0
6360,567,0,0,0
6361,567,0,0,0
6362,567,0,0,0
6363,567,0,0,0
6364,567,0,0,0
6365,567,0,0,0
6366,567,0,0,0
6367,567,0,0,0
6368,567,0,0,0
6369,567,0,0,0
6370,567,0,0,0
6371,567,0,0,0
6372,567,0,0,0
6373,567,0,0,0
6374,567,0,0,0
6375,567,0,0,0
6376,567,0,0,0
6377,567,0,0,0
6378,567,0,0,0
6379,567,0,0,0
6380,567,0,0,0
6381,567,0,0,0
6382,589,1,28,6
6383,589,0,0,0
6384,589,0,0,0
6385,589,0,0,0
6386,589,0,0,0
6387,589,0,0,0
6388,589,0,0,0
6389,589,0,0,0
6390,589,0,0,0
6391,589,0,0,0
6392,589,0,0,0
6393,589,0,0,0
6394,589,0,0,0
6395,589,0,0,0
6396,589,0,0,0
6397,589,0,0,0
6398,589,0,0,0
6399,589,0,0,0
6400,589,0,0,0
6401,589,0,0,0
6402,589,0,0,0
6403,589,0,0,0
6404,589,0,0,0
6405,589,0,0,0
6406,589,0,0,0
6407,589,0,0,0
6408,589,0,0,0
6409,589,0,0,0
6410,589,0,0,0
6411,589,0,0,0
6412,589,0,0,0
6413,589,0,0,0
6414,589,0,0,0
6415,589,0,0,0
6416,589,0,0,0
6417,589,0,0,0
6418,589,0,0,0
6419,589,0,0,0
6420,589,0,0,0
6421,589,0,0,0
6422,589,0,0,0
6423,589,0,0,0
6424,589,0,0,0
6425,589,0,0,0
6426,589,0,0,0
6427,589,0,0,0
6428,589,0,0,0
6429,589,0,0,0
6430,589,0,0,0
6431,589,0,0,0
6432,589,0,0,0
6433,589,0,0,0
6434,589,0,0,0
6435,589,0,0,0
6436,589,0,0,0
6437,589,0,0,0
6438,589,0,0,0
6439,589,0,0,0
6440,589,0,0,0
6441,589,0,0,0
6442,595,1,6,0
6443,595,0,0,0
6444,595,0,0,0
6445,595,0,0,0
6446,595,0,0,0
6447,595,0,0,0
6448,595,0,0,0
6449,595,0,0,0
6450,595,0,0,0
6451,595,0,0,0
6452,595,0,0,0
6453,595,0,0,0
6454,595,0,0,0
6455,595,0,0,0
6456,595,0,0,0
6457,595,0,0,0
6458,595,0,0,0
6459,595,0,0,0
6460,595,0,0,0
6461,595,0,0,0
6462,595,0,0,0
6463,595,0,0,0
6464,595,0,0,0
6465,595,0,0,0
6466,595,0,0,0
6467,595,0,0,0
6468,595,0,0,0
6469,595,0,0,0
6470,595,0,0,0
6471,595,0,0,0
6472,595,0,0,0
6473,595,0,0,0
6474,595,0,0,0
6475,595,0,0,0
6476,595,0,0,0
6477,595,0,0,0
6478,595,0,0,0
6479,595,0,0,0
6480,595,0,0,0
6481,595,0,0,0
6482,595,0,0,0
6483,595,0,0,0
6484,595,0,0,0
6485,595,0,0,0
6486,595,0,0,0
6487,595,0,0,0
6488,595,0,0,0
6489,595,0,0,0
6490,595,0,0,0
6491,595,0,0,0
6492,595,0,0,0
6493,595,0,0,0
6494,595,0,0,0
6495,595,0,0,0
6496,595,0,0,0
6497,567,1,0,28
6498,567,0,0,0
6499,567,0,0,0
6500,567,0,0,0
6501,567,0,0,0
6502,567,0,0,0
6503,567,0,0,0
6504,567,0,0,0
6505,567,0,0,0
6506,567,0,0,0
6507,567,0,0,0
6508,567,0,0,0
6509,567,0,0,0
6510,567,0,0,0
6511,567,0,0,0
6512,567,0,0,0
6513,567,0,0,0
6514,567,0,0,0
6515,567,0,0,0
6516,567,0,0,0
6517,567,0,0,0
6518,567,0,0,0
6519,567,0,0,0
6520,567,0,0,0
6521,567,0,0,0
6522,567,0,0,0
6523,567,0,0,0
6524,567,0,0,0
6525,567,0,0,0
6526,567,0,0,0
6527,567,0,0,0
6528,567,0,0,0
6529,567,0,0,0
6530,567,0,0,0
6531,567,0,0,0
6532,567,0,0,0
6533,567,0,0,0
6534,567,0,0,0
6535,567,0,0,0
6536,567,0,0,0
6537,567,0,0,0
6538,567,0,0,0
6539,567,0,0,0
6540,567,0,0,0
6541,567,0,0,0
6542,567,0,0,0
6543,567,0,0,0
6544,567,0,0,0
6545,567,0,0,0
6546,567,0,0,0
6547,567,0,0,0
6548,567,0,0,0
6549,567,0,0,0
6550,567,0,0,0
6551,567,0,0,0
6552,567,0,0,0
6553,567,0,0,0
6554,567,0,0,0
6555,567,0,0,0
6556,567,0,0,0
6557,589,1,28,6
6558,589,0,0,0
6559,589,0,0,0
6560,589,0,0,0
6561,589,0,0,0
6562,589,0,0,0
6563,589,0,0,0
6564,589,0,0,0
6565,589,0,0,0
6566,589,0,0,0
6567,589,0,0,0
6568,589,0,0,0
6569,589,0,0,0
6570,589,0,0,0
6571,589,0,0,0
6572,589,0,0,0
6573,589,0,0,0
6574,589,0,0,0
6575,589,0,0,0
6576,589,0,0,0
6577,589,0,0,0
6578,589,0,0,0
6579,589,0,0,0
6580,589,0,0,0
6581,589,0,0,0
6582,589,0,0,0
6583,589,0,0,0
6584,589,0,0,0
6585,589,0,0,0
6586,589,0,0,0
6587,589,0,0,0
6588,589,0,0,0
6589,589,0,0,0
6590,589,0,0,0
6591,589,0,0,0
6592,589,0,0,0
6593,589,0,0,0
6594,589,0,0,0
6595,589,0,0,0
6596,589,0,0,0
6597,589,0,0,0
6598,589,0,0,0
6599,589,0,0,0
6600,589,0,0,0
6601,589,0,0,0
6602,589,0,0,0
6603,589,0,0,0
6604,589,0,0,0
6605,589,0,0,0
6606,589,0,0,0
6607,589,0,0,0
6608,589,0,0,0
6609,589,0,0,0
6610,589,0,0,0
6611,589,0,0,0
6612,589,0,0,0
6613,589,0,0,0
6614,589,0,0,0
6615,589,0,0,0
6616,589,0,0,0
6617,595,1,6,0
6618,595,0,0,0
6619,595,0,0,0
6620,595,0,0,0
6621,595,0,0,0
6622,595,0,0,0
6623,595,0,0,0
6624,595,0,0,0
6625,595,0,0,0
6626,595,0,0,0
6627,595,0,0,0
6628,595,0,0,0
6629,595,0,0,0
6630,595,0,0,0
6631,595,0,0,0
6632,595,0,0,0
6633,595,0,0,0
6634,595,0,0,0
6635,595,0,0,0
6636,595,0,0,0
6637,595,0,0,0
6638,595,0,0,0
6639,595,0,0,0
6640,595,0,0,0
6641,595,0,0,0
6642,595,0,0,0
6643,595,0,0,0
6644,595,0,0,0
6645,595,0,0,0
6646,595,0,0,0
6647,595,0,0,0
6648,595,0,0,0
6649,595,0,0,0
6650,595,0,0,0
6651,595,0,0,0
6652,595,0,0,0
6653,595,0,0,0
